Prolific_ID Age_Group Memory_Method Ceiling_Floor lists_completed Baseline_Recall_Accuracy_Strict Post_Recall_Accuracy_Strict Average_NO_Score Average_SA_Score Average_DE_Score
65da0c93826bdadcf98372a9 2 2 0 6 0.6 0.483333333333333 4.81818181818182 1.5 2.66666666666667
69b9b9c3126e4c248367879d 1 2 0 6 0.666666666666667 0.3 3.90909090909091 2.875 1.33333333333333
6a1e64d5099aa990aa099f19 1 2 1 6 0.966666666666667 0.966666666666667 5.27272727272727 4.375 4.33333333333333
622ab357bb3af819f2e5df3b 2 2 0 6 0.333333333333333 0.483333333333333 5.27272727272727 5.75 4
67da8fce2d60b47024c47722 2 1 1 6 0.833333333333333 0.983333333333333 5.45454545454545 3.625 5.33333333333333
6691589c2b32b53671efc225 1 2 0 4 0.466666666666667 0.725 4.09090909090909 4.25 3
6776071db9b6ba9c5d3c522f 2 1 0 6 0.133333333333333 0.1 2.81818181818182 5.5 1
6a09f3ffbd2b108254388576 1 1 0 2 0.166666666666667 1 6.72727272727273 4.625 4.66666666666667
6435f2188202776934eacb5d 2 1 0 5 0.233333333333333 0.56 5.54545454545455 2 4.66666666666667
69fcc4b38fc379ba8442ab0c 1 1 0 6 0.433333333333333 0.866666666666667 5.72727272727273 3.5 3.33333333333333
69ffe51c43db0ed721411e1c 1 2 0 6 0.9 0.683333333333333 4.45454545454545 5.375 4.66666666666667
6a13a39caa4610c117e7f3de 1 1 0 6 0.866666666666667 0.85 4.45454545454545 5.125 4
643d3e9f4656b4610da72a02 1 2 0 6 0.433333333333333 0.65 5.45454545454545 4.875 4.33333333333333
6a20f9b7a38e88d40084d63a 1 2 0 6 0.666666666666667 0.966666666666667 3.72727272727273 2.875 5
6a0e24dc9563561507623d39 1 2 1 6 0.966666666666667 1 4.90909090909091 4.125 5
695ff38ddb46ec007d427ac5 2 2 0 6 0.833333333333333 0.9 4.81818181818182 5.125 2
69ea7bcb05bbf8f83bdaf39b 2 1 0 6 0.466666666666667 0.983333333333333 4.63636363636364 3.25 2.66666666666667
67d45c63556388f637dab4a2 2 2 0 6 0.233333333333333 0.633333333333333 4.63636363636364 3.875 4.33333333333333
66aa356e2db1ae29fa7bba0b 2 1 0 6 0.2 0.433333333333333 6.54545454545455 3.125 5.33333333333333
69f1390c3eb56d5cc4d9326d 2 1 0 6 0.1 0.366666666666667 5.54545454545455 5.75 4.66666666666667
69c45acaa988033e0a15876a 2 2 0 6 0.566666666666667 0.2 3.81818181818182 3.25 1
628f7e982aad1788d940317a 2 2 0 6 0.333333333333333 0.4 4.54545454545455 5.75 3.66666666666667
677b95e1b1d8fab89b402933 1 1 0 6 0.433333333333333 0.6 5.81818181818182 2.625 4
69bcb675b96bbf4ccb1a9703 2 2 0 4 0.4 0.725 4.54545454545455 4.25 4
63fedbfe6ef7fb3dd2718f5c 2 1 0 6 0.633333333333333 0.7 5 5 2
6a22e1953db08a09f0ca60b9 2 2 0 6 0.2 0.283333333333333 4.63636363636364 5.125 4
59c0782e5364260001dc4740 2 2 0 6 0.5 0.333333333333333 3 5.625 1
5d47abcc2dc88900166f27c9 2 1 0 6 0.533333333333333 0.85 4.72727272727273 3 3
63daca8ae542ff8f19d3099a 2 1 0 6 0.333333333333333 0.766666666666667 5.09090909090909 4.125 4.66666666666667
69f54700a9469286e9f0ee46 1 1 0 6 0.633333333333333 0.95 4.54545454545455 5.875 4
695c430c1bb58a8e26f64565 1 1 0 6 0.466666666666667 0.583333333333333 4.81818181818182 5.375 4.33333333333333
6a08b13c2a04855d83b2ebf0 1 2 0 6 0.233333333333333 0.783333333333333 4.90909090909091 3.25 4.33333333333333
69980e2841c7564cec9fe4d3 1 1 0 6 0.366666666666667 0.283333333333333 4.36363636363636 5 2.33333333333333
6a09182062280e3d8b8eaa16 1 2 0 6 0.733333333333333 0.65 2.63636363636364 6.625 1.33333333333333
67c73f42a027c0523088f830 1 1 0 6 0.633333333333333 0.95 5.09090909090909 2.875 4.66666666666667
667ee9872c3aa11f8d15f318 1 2 0 6 0.766666666666667 0.95 3.72727272727273 5.75 1.33333333333333
69c714f0cc0f089815bc8671 1 1 0 6 0.3 0.583333333333333 4.54545454545455 5.5 4.66666666666667
60fe0a2de9721d4c9bd82482 1 2 0 6 0.2 0.566666666666667 5.81818181818182 2.625 4.66666666666667
6995f966f689185b1c59d46d 1 1 0 6 0.533333333333333 0.766666666666667 3.90909090909091 4 4.33333333333333
60c770aa2d2928bfda4c7cd4 2 2 1 6 0 0 4.72727272727273 2.375 4.66666666666667
69adf49f58824b973bcff0bf 1 1 0 6 0.433333333333333 0.85 3.90909090909091 4.5 2.33333333333333
697cdaf8f8de477b2d9ad3cd 1 2 0 6 0.233333333333333 0.833333333333333 4.81818181818182 5.5 2.66666666666667
6a20484598c739d1d691a6e7 2 1 0 6 0.733333333333333 0.533333333333333 5.63636363636364 3.875 4
69ff99d1ddc01fd7a95484ad 1 2 0 6 0.533333333333333 0.483333333333333 3.09090909090909 4.375 2.66666666666667
6a03661682fc04bc1402568f 1 2 0 5 0.966666666666667 0.8 6.18181818181818 5.875 5
69fd3fd84f34af943080ea0f 1 1 0 6 0.766666666666667 0.916666666666667 5.09090909090909 4.25 5.33333333333333
69c1924e8539891b35bd9a5c 2 2 0 6 0.2 0.466666666666667 6.36363636363636 2.5 3.33333333333333
6a077a2a741e8b97c57b5b58 2 1 0 6 0.233333333333333 0.2 3.81818181818182 4.375 4
612962f44f151ddfd0298c52 2 1 0 6 0.8 0.933333333333333 4.54545454545455 5.25 4.33333333333333
6a23068aa4f478b63c5c3af7 1 1 1 6 0.8 1 6.36363636363636 2.125 3
